ENSP00000195654	DOPEY1	DOID:1380	Endometrial cancer	COSMIC	12 samples	0
ENSP00000195654	DOPEY1	DOID:263	Kidney cancer	COSMIC	14 samples	0
ENSP00000195654	DOPEY1	DOID:305	Carcinoma	COSMIC	53 samples	1
ENSP00000196061	PLOD1	DOID:263	Kidney cancer	COSMIC	13 samples	0
ENSP00000196061	PLOD1	DOID:305	Carcinoma	COSMIC	37 samples	1
ENSP00000196371	OXCT1	DOID:305	Carcinoma	COSMIC	16 samples	0
ENSP00000196482	ZNF324	DOID:305	Carcinoma	COSMIC	12 samples	0
ENSP00000196548	ZNF8	DOID:305	Carcinoma	COSMIC	10 samples	0
ENSP00000197268	KIAA1467	DOID:305	Carcinoma	COSMIC	26 samples	0
ENSP00000197268	KIAA1467	DOID:8778	Crohn's disease	DistiLD	p-value = 9e-06	0
ENSP00000198536	PILRA	DOID:305	Carcinoma	COSMIC	11 samples	0
ENSP00000198765	CPNE3	DOID:305	Carcinoma	COSMIC	19 samples	0
ENSP00000198767	RRN3	DOID:305	Carcinoma	COSMIC	11 samples	0
ENSP00000198801	MOGAT2	DOID:305	Carcinoma	COSMIC	10 samples	0
ENSP00000199280	AQP2	DOID:305	Carcinoma	COSMIC	15 samples	0
ENSP00000199389	EIF2AK1	DOID:263	Kidney cancer	COSMIC	11 samples	0
ENSP00000199389	EIF2AK1	DOID:305	Carcinoma	COSMIC	20 samples	0
ENSP00000199447	NME8	DOID:11476	Osteoporosis	DistiLD	p-value = 6e-13	2
ENSP00000199447	NME8	DOID:263	Kidney cancer	COSMIC	16 samples	0
ENSP00000199447	NME8	DOID:305	Carcinoma	COSMIC	31 samples	0
ENSP00000199764	CEACAM6	DOID:305	Carcinoma	COSMIC	13 samples	0
ENSP00000199814	RBM22	DOID:305	Carcinoma	COSMIC	20 samples	0
ENSP00000199936	HSD17B2	DOID:305	Carcinoma	COSMIC	16 samples	0
ENSP00000200135	ZW10	DOID:305	Carcinoma	COSMIC	12 samples	0
ENSP00000200181	ITGB4	DOID:305	Carcinoma	COSMIC	18 samples	0
ENSP00000200453	PPP1R15A	DOID:263	Kidney cancer	COSMIC	10 samples	0
ENSP00000200453	PPP1R15A	DOID:305	Carcinoma	COSMIC	31 samples	0
ENSP00000200457	TRIP6	DOID:305	Carcinoma	COSMIC	10 samples	0
ENSP00000200557	ADAM11	DOID:305	Carcinoma	COSMIC	20 samples	0
ENSP00000200652	SLC22A4	DOID:0060158	Acquired metabolic disease	DistiLD	p-value = 4e-12	2
ENSP00000200652	SLC22A4	DOID:1936	Atherosclerosis	DistiLD	p-value = 1e-06	1
ENSP00000200652	SLC22A4	DOID:305	Carcinoma	COSMIC	12 samples	0
ENSP00000200652	SLC22A4	DOID:8778	Crohn's disease	DistiLD	p-value = 2e-07	2
ENSP00000200676	CETP	DOID:0060158	Acquired metabolic disease	DistiLD	p-value = 1e-27	2
ENSP00000200676	CETP	DOID:1287	Cardiovascular system disease	DistiLD	p-value = 0e+00	3
ENSP00000200676	CETP	DOID:14221	Metabolic syndrome X	DistiLD	p-value = 1e-48	2
ENSP00000200676	CETP	DOID:1936	Atherosclerosis	DistiLD	p-value = 3e-08	2
ENSP00000200676	CETP	DOID:305	Carcinoma	COSMIC	16 samples	0
ENSP00000200676	CETP	DOID:3146	Lipid metabolism disorder	DistiLD	p-value = 2e-77	2
ENSP00000200676	CETP	DOID:4448	Macular degeneration	DistiLD	p-value = 7e-09	2
ENSP00000200676	CETP	DOID:9352	Type 2 diabetes mellitus	DistiLD	p-value = 2e-13	2
ENSP00000201031	TFAP2C	DOID:263	Kidney cancer	COSMIC	10 samples	0
ENSP00000201031	TFAP2C	DOID:305	Carcinoma	COSMIC	24 samples	0
ENSP00000201647	EPS8L1	DOID:305	Carcinoma	COSMIC	17 samples	0
ENSP00000201979	REM1	DOID:305	Carcinoma	COSMIC	11 samples	0
ENSP00000202556	PPP1R13B	DOID:263	Kidney cancer	COSMIC	13 samples	0
ENSP00000202556	PPP1R13B	DOID:305	Carcinoma	COSMIC	30 samples	0
ENSP00000202625	TGM6	DOID:305	Carcinoma	COSMIC	22 samples	0
ENSP00000202677	RALGAPA2	DOID:263	Kidney cancer	COSMIC	13 samples	0
ENSP00000202677	RALGAPA2	DOID:305	Carcinoma	COSMIC	32 samples	1
ENSP00000202773	RPL6	DOID:10825	Essential hypertension	DistiLD	p-value = 1e-35	2
ENSP00000202773	RPL6	DOID:303	substance-related disorder	DistiLD	p-value = 3e-215	2
ENSP00000202773	RPL6	DOID:5041	Esophageal cancer	DistiLD	p-value = 2e-15	2
ENSP00000202773	RPL6	DOID:9352	Type 2 diabetes mellitus	DistiLD	p-value = 9e-06	0
ENSP00000202816	ESF1	DOID:305	Carcinoma	COSMIC	19 samples	0
ENSP00000202831	SLC24A6	DOID:305	Carcinoma	COSMIC	15 samples	0
ENSP00000203001	TRMT6	DOID:305	Carcinoma	COSMIC	11 samples	0
ENSP00000203407	UQCRC1	DOID:305	Carcinoma	COSMIC	24 samples	0
ENSP00000203556	GMIP	DOID:305	Carcinoma	COSMIC	11 samples	0
ENSP00000204517	TFAP4	DOID:305	Carcinoma	COSMIC	11 samples	0
ENSP00000204604	CHRD	DOID:305	Carcinoma	COSMIC	26 samples	0
ENSP00000204615	THPO	DOID:305	Carcinoma	COSMIC	10 samples	0
ENSP00000204726	GOLGA3	DOID:305	Carcinoma	COSMIC	35 samples	1
ENSP00000204961	EFNB1	DOID:305	Carcinoma	COSMIC	14 samples	0
ENSP00000205061	GLG1	DOID:1612	Breast cancer	DistiLD	p-value = 4e-07	2
ENSP00000205061	GLG1	DOID:263	Kidney cancer	COSMIC	10 samples	0
ENSP00000205061	GLG1	DOID:305	Carcinoma	COSMIC	38 samples	1
ENSP00000205143	DLL3	DOID:305	Carcinoma	COSMIC	15 samples	0
ENSP00000205214	AASDH	DOID:305	Carcinoma	COSMIC	17 samples	0
ENSP00000205386	LAMB4	DOID:1380	Endometrial cancer	COSMIC	10 samples	0
ENSP00000205386	LAMB4	DOID:1612	Breast cancer	COSMIC	12 samples	0
ENSP00000205386	LAMB4	DOID:1909	Melanoma	COSMIC	14 samples	0
ENSP00000205386	LAMB4	DOID:263	Kidney cancer	COSMIC	16 samples	0
ENSP00000205386	LAMB4	DOID:305	Carcinoma	COSMIC	57 samples	1
ENSP00000205386	LAMB4	DOID:4159	Skin cancer	COSMIC	14 samples	0
ENSP00000205402	DLD	DOID:305	Carcinoma	COSMIC	13 samples	0
ENSP00000205402	DLD	DOID:8577	Ulcerative colitis	DistiLD	p-value = 1e-06	1
ENSP00000205402	DLD	DOID:8778	Crohn's disease	DistiLD	p-value = 2e-26	2
ENSP00000205557	ABCC6	DOID:1909	Melanoma	COSMIC	10 samples	0
ENSP00000205557	ABCC6	DOID:305	Carcinoma	COSMIC	30 samples	0
ENSP00000205557	ABCC6	DOID:3571	Liver cancer	COSMIC	13 samples	0
ENSP00000205557	ABCC6	DOID:4159	Skin cancer	COSMIC	10 samples	0
ENSP00000205890	MYO15A	DOID:1612	Breast cancer	COSMIC	10 samples	0
ENSP00000205890	MYO15A	DOID:263	Kidney cancer	COSMIC	13 samples	0
ENSP00000205890	MYO15A	DOID:305	Carcinoma	COSMIC	48 samples	1
ENSP00000205890	MYO15A	DOID:3571	Liver cancer	COSMIC	10 samples	0
ENSP00000205948	APOH	DOID:305	Carcinoma	COSMIC	12 samples	0
ENSP00000206249	ESR1	DOID:0060158	Acquired metabolic disease	DistiLD	p-value = 4e-10	2
ENSP00000206249	ESR1	DOID:114	Heart disease	DistiLD	p-value = 7e-10	2
ENSP00000206249	ESR1	DOID:11476	Osteoporosis	DistiLD	p-value = 2e-08	2
ENSP00000206249	ESR1	DOID:1612	Breast cancer	DistiLD	p-value = 2e-06	1
ENSP00000206249	ESR1	DOID:263	Kidney cancer	COSMIC	13 samples	0
ENSP00000206249	ESR1	DOID:303	substance-related disorder	DistiLD	p-value = 8e-06	0
ENSP00000206249	ESR1	DOID:305	Carcinoma	COSMIC	30 samples	0
ENSP00000206262	RGS17	DOID:10283	Prostate cancer	DistiLD	p-value = 4e-18	2
ENSP00000206262	RGS17	DOID:305	Carcinoma	COSMIC	12 samples	0
ENSP00000206423	CCDC80	DOID:263	Kidney cancer	COSMIC	14 samples	0
ENSP00000206423	CCDC80	DOID:305	Carcinoma	COSMIC	36 samples	1
ENSP00000206423	CCDC80	DOID:3310	Atopic dermatitis	DistiLD	p-value = 2e-19	2
ENSP00000206474	HAUS4	DOID:305	Carcinoma	COSMIC	11 samples	0
ENSP00000206513	CEBPE	DOID:10747	Lymphoid leukemia	DistiLD	p-value = 3e-07	2
ENSP00000206542	OSGEP	DOID:305	Carcinoma	COSMIC	11 samples	0
ENSP00000206544	SLC22A17	DOID:305	Carcinoma	COSMIC	10 samples	0
ENSP00000206595	G2E3	DOID:150	Disease of mental health	DistiLD	p-value = 1e-06	1
ENSP00000206595	G2E3	DOID:305	Carcinoma	COSMIC	16 samples	0
ENSP00000206765	TGM1	DOID:305	Carcinoma	COSMIC	17 samples	0
ENSP00000207157	TBX15	DOID:0060158	Acquired metabolic disease	DistiLD	p-value = 2e-16	2
ENSP00000207157	TBX15	DOID:1909	Melanoma	COSMIC	11 samples	0
ENSP00000207157	TBX15	DOID:305	Carcinoma	COSMIC	18 samples	0
ENSP00000207157	TBX15	DOID:4159	Skin cancer	COSMIC	11 samples	0
ENSP00000207157	TBX15	DOID:9970	Obesity	DistiLD	p-value = 9e-25	2
ENSP00000207457	TEKT2	DOID:305	Carcinoma	COSMIC	12 samples	0
ENSP00000207549	UNC13D	DOID:305	Carcinoma	COSMIC	21 samples	0
ENSP00000207870	XYLB	DOID:10273	Heart conduction disease	DistiLD	p-value = 4e-06	1
ENSP00000207870	XYLB	DOID:305	Carcinoma	COSMIC	13 samples	0
ENSP00000209540	OR1I1	DOID:305	Carcinoma	COSMIC	16 samples	0
ENSP00000209668	ADH1A	DOID:305	Carcinoma	COSMIC	12 samples	0
ENSP00000209718	KRT23	DOID:305	Carcinoma	COSMIC	12 samples	0
ENSP00000209728	CDC6	DOID:305	Carcinoma	COSMIC	20 samples	0
ENSP00000209873	AAAS	DOID:305	Carcinoma	COSMIC	17 samples	0
ENSP00000209884	KLHL20	DOID:263	Kidney cancer	COSMIC	10 samples	0
ENSP00000209884	KLHL20	DOID:305	Carcinoma	COSMIC	21 samples	0
ENSP00000209929	FMO2	DOID:305	Carcinoma	COSMIC	20 samples	0
ENSP00000210444	NANS	DOID:305	Carcinoma	COSMIC	13 samples	0
ENSP00000210633	SEMA4G	DOID:263	Kidney cancer	COSMIC	10 samples	0
ENSP00000210633	SEMA4G	DOID:305	Carcinoma	COSMIC	24 samples	0
ENSP00000211287	MAPK13	DOID:305	Carcinoma	COSMIC	12 samples	0
ENSP00000211413	PRRT1	DOID:2377	Multiple sclerosis	DistiLD	p-value = 2e-08	2
ENSP00000211413	PRRT1	DOID:418	Systemic scleroderma	DistiLD	p-value = 1e-07	2
ENSP00000211413	PRRT1	DOID:7148	Rheumatoid arthritis	DistiLD	p-value = 4e-29	2
ENSP00000211413	PRRT1	DOID:8567	Hodgkin's lymphoma	DistiLD	p-value = 8e-18	2
ENSP00000211413	PRRT1	DOID:8577	Ulcerative colitis	DistiLD	p-value = 9e-07	1
ENSP00000211413	PRRT1	DOID:9744	Type 1 diabetes mellitus	DistiLD	p-value = 2e-11	2
ENSP00000211936	ZNF184	DOID:263	Kidney cancer	COSMIC	11 samples	0
ENSP00000211936	ZNF184	DOID:305	Carcinoma	COSMIC	28 samples	0
ENSP00000211998	VCL	DOID:305	Carcinoma	COSMIC	23 samples	0
ENSP00000212015	SIRT1	DOID:305	Carcinoma	COSMIC	18 samples	0
ENSP00000212355	TGFBR3	DOID:11476	Osteoporosis	DistiLD	p-value = 1e-06	1
ENSP00000212355	TGFBR3	DOID:1492	Eye and adnexa disease	DistiLD	p-value = 3e-07	2
ENSP00000212355	TGFBR3	DOID:1686	Glaucoma	DistiLD	p-value = 3e-28	2
ENSP00000212355	TGFBR3	DOID:263	Kidney cancer	COSMIC	10 samples	0
ENSP00000212355	TGFBR3	DOID:305	Carcinoma	COSMIC	25 samples	0
ENSP00000212355	TGFBR3	DOID:9352	Type 2 diabetes mellitus	DistiLD	p-value = 4e-06	1
ENSP00000215057	MZF1	DOID:305	Carcinoma	COSMIC	14 samples	0
ENSP00000215115	BCL7C	DOID:8893	Psoriasis	DistiLD	p-value = 8e-06	0
ENSP00000215376	C19orf26	DOID:305	Carcinoma	COSMIC	11 samples	0
ENSP00000215567	TECR	DOID:305	Carcinoma	COSMIC	12 samples	0
ENSP00000215582	C19orf21	DOID:305	Carcinoma	COSMIC	14 samples	0
ENSP00000215591	POLRMT	DOID:305	Carcinoma	COSMIC	22 samples	0
ENSP00000215637	MADCAM1	DOID:305	Carcinoma	COSMIC	12 samples	0
ENSP00000215637	MADCAM1	DOID:9744	Type 1 diabetes mellitus	DistiLD	p-value = 7e-09	2
ENSP00000215727	SERPIND1	DOID:305	Carcinoma	COSMIC	16 samples	0
ENSP00000215730	SNAP29	DOID:305	Carcinoma	COSMIC	12 samples	0
ENSP00000215739	LZTR1	DOID:1380	Endometrial cancer	COSMIC	10 samples	0
ENSP00000215739	LZTR1	DOID:1612	Breast cancer	COSMIC	11 samples	0
ENSP00000215739	LZTR1	DOID:263	Kidney cancer	COSMIC	10 samples	0
ENSP00000215739	LZTR1	DOID:305	Carcinoma	COSMIC	39 samples	1
ENSP00000215743	MMP11	DOID:305	Carcinoma	COSMIC	15 samples	0
ENSP00000215793	SF3A1	DOID:305	Carcinoma	COSMIC	19 samples	0
ENSP00000215812	SEC14L3	DOID:305	Carcinoma	COSMIC	17 samples	0
ENSP00000215832	MAPK1	DOID:2377	Multiple sclerosis	DistiLD	p-value = 5e-09	2
ENSP00000215832	MAPK1	DOID:305	Carcinoma	COSMIC	19 samples	0
ENSP00000215838	TCN2	DOID:263	Kidney cancer	DistiLD	p-value = 5e-12	2
ENSP00000215838	TCN2	DOID:305	Carcinoma	COSMIC	18 samples	0
ENSP00000215862	MORC2	DOID:305	Carcinoma	COSMIC	26 samples	0
ENSP00000215885	PLA2G3	DOID:305	Carcinoma	COSMIC	10 samples	0
ENSP00000215886	LGALS2	DOID:1596	Mental depression	DistiLD	p-value = 2e-06	1
ENSP00000215939	CRYBB1	DOID:305	Carcinoma	COSMIC	16 samples	0
ENSP00000215957	MICALL1	DOID:305	Carcinoma	COSMIC	13 samples	0
ENSP00000216024	DMC1	DOID:305	Carcinoma	COSMIC	12 samples	0
ENSP00000216027	HSCB	DOID:1612	Breast cancer	DistiLD	p-value = 4e-07	2
ENSP00000216036	RTDR1	DOID:305	Carcinoma	COSMIC	11 samples	0
ENSP00000216037	XBP1	DOID:305	Carcinoma	COSMIC	11 samples	0
ENSP00000216038	C22orf28	DOID:341	Peripheral vascular disease	DistiLD	p-value = 3e-13	2
ENSP00000216038	C22orf28	DOID:583	Hemolytic anemia	DistiLD	p-value = 4e-10	2
ENSP00000216044	GTPBP1	DOID:305	Carcinoma	COSMIC	13 samples	0
ENSP00000216071	C22orf31	DOID:305	Carcinoma	COSMIC	22 samples	0
ENSP00000216071	C22orf31	DOID:5672	Large intestine cancer	COSMIC	16 samples	0
ENSP00000216099	APOBEC3D	DOID:305	Carcinoma	COSMIC	10 samples	0
ENSP00000216106	HMGXB4	DOID:305	Carcinoma	COSMIC	11 samples	0
ENSP00000216115	BIK	DOID:10283	Prostate cancer	DistiLD	p-value = 6e-06	0
ENSP00000216117	HMOX1	DOID:305	Carcinoma	COSMIC	12 samples	0
ENSP00000216122	MCM5	DOID:305	Carcinoma	COSMIC	16 samples	0
ENSP00000216177	PNPLA5	DOID:305	Carcinoma	COSMIC	12 samples	0
ENSP00000216180	PNPLA3	DOID:305	Carcinoma	COSMIC	14 samples	0
ENSP00000216180	PNPLA3	DOID:409	Liver disease	DistiLD	p-value = 1e-10	2
ENSP00000216181	MYH9	DOID:1492	Eye and adnexa disease	DistiLD	p-value = 9e-06	0
ENSP00000216181	MYH9	DOID:263	Kidney cancer	COSMIC	18 samples	0
ENSP00000216181	MYH9	DOID:305	Carcinoma	COSMIC	49 samples	1
ENSP00000216187	FOXRED2	DOID:305	Carcinoma	COSMIC	17 samples	0
ENSP00000216190	EIF3D	DOID:305	Carcinoma	COSMIC	10 samples	0
ENSP00000216194	ADSL	DOID:263	Kidney cancer	COSMIC	12 samples	0
ENSP00000216194	ADSL	DOID:305	Carcinoma	COSMIC	21 samples	0
ENSP00000216200	PVALB	DOID:0060043	Sexual disorder	DistiLD	p-value = 2e-06	1
ENSP00000216223	IL2RB	DOID:2841	Asthma	DistiLD	p-value = 1e-08	2
ENSP00000216223	IL2RB	DOID:305	Carcinoma	COSMIC	10 samples	0
ENSP00000216223	IL2RB	DOID:7148	Rheumatoid arthritis	DistiLD	p-value = 2e-06	1
ENSP00000216223	IL2RB	DOID:9744	Type 1 diabetes mellitus	DistiLD	p-value = 2e-06	1
ENSP00000216237	L3MBTL2	DOID:305	Carcinoma	COSMIC	18 samples	0
ENSP00000216254	ACO2	DOID:263	Kidney cancer	COSMIC	11 samples	0
ENSP00000216254	ACO2	DOID:305	Carcinoma	COSMIC	25 samples	0
ENSP00000216264	CERK	DOID:305	Carcinoma	COSMIC	12 samples	0
ENSP00000216267	BRD1	DOID:263	Kidney cancer	COSMIC	17 samples	0
ENSP00000216267	BRD1	DOID:305	Carcinoma	COSMIC	36 samples	1
ENSP00000216267	BRD1	DOID:5419	Schizophrenia	DistiLD	p-value = 2e-07	2
ENSP00000216268	ZBED4	DOID:305	Carcinoma	COSMIC	23 samples	0
ENSP00000216271	HDAC10	DOID:305	Carcinoma	COSMIC	14 samples	0
ENSP00000216274	RIPK3	DOID:305	Carcinoma	COSMIC	13 samples	0
ENSP00000216277	PAPOLA	DOID:305	Carcinoma	COSMIC	23 samples	0
ENSP00000216277	PAPOLA	DOID:7148	Rheumatoid arthritis	DistiLD	p-value = 5e-07	1
ENSP00000216286	NID2	DOID:1380	Endometrial cancer	COSMIC	10 samples	0
ENSP00000216286	NID2	DOID:263	Kidney cancer	COSMIC	15 samples	0
ENSP00000216286	NID2	DOID:305	Carcinoma	COSMIC	55 samples	1
ENSP00000216286	NID2	DOID:3083	Chronic obstructive pulmonary disease	DistiLD	p-value = 6e-06	0
ENSP00000216286	NID2	DOID:3571	Liver cancer	COSMIC	14 samples	0
ENSP00000216294	SNAPC1	DOID:305	Carcinoma	COSMIC	14 samples	0
ENSP00000216297	SUPT16H	DOID:263	Kidney cancer	COSMIC	13 samples	0
ENSP00000216297	SUPT16H	DOID:305	Carcinoma	COSMIC	28 samples	0
ENSP00000216336	CTSG	DOID:305	Carcinoma	COSMIC	10 samples	0
ENSP00000216341	GZMB	DOID:12306	Vitiligo	DistiLD	p-value = 3e-08	2
ENSP00000216361	COCH	DOID:305	Carcinoma	COSMIC	16 samples	0
ENSP00000216373	SOS2	DOID:1324	Lung cancer	COSMIC	14 samples	0
ENSP00000216373	SOS2	DOID:1612	Breast cancer	DistiLD	p-value = 3e-07	2
ENSP00000216373	SOS2	DOID:263	Kidney cancer	COSMIC	13 samples	0
ENSP00000216373	SOS2	DOID:305	Carcinoma	COSMIC	45 samples	1
ENSP00000216392	PYGL	DOID:10747	Lymphoid leukemia	DistiLD	p-value = 7e-09	2
ENSP00000216392	PYGL	DOID:263	Kidney cancer	COSMIC	10 samples	0
ENSP00000216392	PYGL	DOID:305	Carcinoma	COSMIC	25 samples	0
ENSP00000216442	ATP6V1D	DOID:305	Carcinoma	COSMIC	11 samples	0
ENSP00000216455	PSMA3	DOID:305	Carcinoma	COSMIC	10 samples	0
ENSP00000216465	GSTZ1	DOID:305	Carcinoma	COSMIC	10 samples	0
ENSP00000216471	SAMD15	DOID:305	Carcinoma	COSMIC	17 samples	0
ENSP00000216479	AHSA1	DOID:305	Carcinoma	COSMIC	10 samples	0
ENSP00000216484	SPTLC2	DOID:305	Carcinoma	COSMIC	15 samples	0
ENSP00000216487	RIN3	DOID:305	Carcinoma	COSMIC	24 samples	0
ENSP00000216487	RIN3	DOID:5408	Paget's disease of bone	DistiLD	p-value = 3e-11	2
ENSP00000216487	RIN3	DOID:557	Kidney disease	DistiLD	p-value = 8e-06	0
ENSP00000216492	CHGA	DOID:305	Carcinoma	COSMIC	11 samples	0
ENSP00000216513	SIX4	DOID:305	Carcinoma	COSMIC	27 samples	0
ENSP00000216554	EIF5	DOID:305	Carcinoma	COSMIC	14 samples	0
ENSP00000216629	BDKRB1	DOID:305	Carcinoma	COSMIC	12 samples	0
ENSP00000216639	VRK1	DOID:305	Carcinoma	COSMIC	10 samples	0
ENSP00000216714	APEX1	DOID:305	Carcinoma	COSMIC	10 samples	0
ENSP00000216733	EFS	DOID:305	Carcinoma	COSMIC	15 samples	0
ENSP00000216774	SRP54	DOID:305	Carcinoma	COSMIC	17 samples	0
ENSP00000216775	CPNE6	DOID:305	Carcinoma	COSMIC	13 samples	0
ENSP00000216780	PCK2	DOID:305	Carcinoma	COSMIC	22 samples	0
ENSP00000216807	BRMS1L	DOID:10747	Lymphoid leukemia	DistiLD	p-value = 5e-06	0
ENSP00000216832	PNN	DOID:305	Carcinoma	COSMIC	20 samples	0
ENSP00000216862	CYP24A1	DOID:2377	Multiple sclerosis	DistiLD	p-value = 3e-11	2
ENSP00000216862	CYP24A1	DOID:305	Carcinoma	COSMIC	15 samples	0
ENSP00000216862	CYP24A1	DOID:3310	Atopic dermatitis	DistiLD	p-value = 2e-08	2
ENSP00000216923	ZFP64	DOID:0060158	Acquired metabolic disease	DistiLD	p-value = 2e-08	2
ENSP00000216923	ZFP64	DOID:1324	Lung cancer	COSMIC	12 samples	0
ENSP00000216923	ZFP64	DOID:231	Motor neuron disease	DistiLD	p-value = 5e-06	1
ENSP00000216923	ZFP64	DOID:263	Kidney cancer	COSMIC	11 samples	0
ENSP00000216923	ZFP64	DOID:305	Carcinoma	COSMIC	48 samples	1
ENSP00000216951	GSS	DOID:1287	Cardiovascular system disease	DistiLD	p-value = 4e-34	2
ENSP00000216962	PYGB	DOID:305	Carcinoma	COSMIC	19 samples	0
ENSP00000216968	PROCR	DOID:11247	Disseminated intravascular coagulation	DistiLD	p-value = 4e-09	2
ENSP00000216968	PROCR	DOID:1287	Cardiovascular system disease	DistiLD	p-value = 4e-34	2
ENSP00000216968	PROCR	DOID:178	Vascular disease	DistiLD	p-value = 2e-200	2
ENSP00000216968	PROCR	DOID:2868	DOID:2868	DistiLD	p-value = 6e-37	2
ENSP00000217026	MYBL2	DOID:305	Carcinoma	COSMIC	26 samples	0
ENSP00000217073	PABPC1L	DOID:305	Carcinoma	COSMIC	15 samples	0
ENSP00000217086	SALL4	DOID:1380	Endometrial cancer	COSMIC	10 samples	0
ENSP00000217086	SALL4	DOID:263	Kidney cancer	COSMIC	10 samples	0
ENSP00000217086	SALL4	DOID:305	Carcinoma	COSMIC	37 samples	1
ENSP00000217109	CSTF1	DOID:305	Carcinoma	COSMIC	13 samples	0
ENSP00000217130	ZNF512B	DOID:305	Carcinoma	COSMIC	18 samples	0
ENSP00000217133	TUBB1	DOID:305	Carcinoma	COSMIC	12 samples	0
ENSP00000217159	SLCO4A1	DOID:305	Carcinoma	COSMIC	20 samples	0
ENSP00000217173	UBOX5	DOID:305	Carcinoma	COSMIC	13 samples	0
ENSP00000217182	EEF1A2	DOID:305	Carcinoma	COSMIC	19 samples	0
ENSP00000217188	SRMS	DOID:305	Carcinoma	COSMIC	12 samples	0
ENSP00000217233	TRIB3	DOID:305	Carcinoma	COSMIC	10 samples	0
ENSP00000217244	CSNK2A1	DOID:305	Carcinoma	COSMIC	13 samples	0
ENSP00000217244	CSNK2A1	DOID:583	Hemolytic anemia	DistiLD	p-value = 9e-10	2
ENSP00000217246	MACROD2	DOID:12849	Autistic disorder	DistiLD	p-value = 4e-08	2
ENSP00000217246	MACROD2	DOID:1287	Cardiovascular system disease	DistiLD	p-value = 7e-09	2
ENSP00000217246	MACROD2	DOID:305	Carcinoma	COSMIC	10 samples	0
ENSP00000217246	MACROD2	DOID:409	Liver disease	DistiLD	p-value = 7e-06	0
ENSP00000217246	MACROD2	DOID:583	Hemolytic anemia	DistiLD	p-value = 4e-07	2
ENSP00000217246	MACROD2	DOID:8689	Anorexia nervosa	DistiLD	p-value = 4e-06	1
ENSP00000217246	MACROD2	DOID:9352	Type 2 diabetes mellitus	DistiLD	p-value = 9e-06	0
ENSP00000217246	MACROD2	DOID:9970	Obesity	DistiLD	p-value = 5e-06	0
ENSP00000217254	SLC52A3	DOID:305	Carcinoma	COSMIC	12 samples	0
ENSP00000217270	PROKR2	DOID:1612	Breast cancer	COSMIC	10 samples	0
ENSP00000217270	PROKR2	DOID:305	Carcinoma	COSMIC	35 samples	1
ENSP00000217289	FERMT1	DOID:1909	Melanoma	COSMIC	11 samples	0
ENSP00000217289	FERMT1	DOID:305	Carcinoma	COSMIC	13 samples	0
ENSP00000217299	XKR7	DOID:305	Carcinoma	COSMIC	14 samples	0
ENSP00000217305	PDYN	DOID:1287	Cardiovascular system disease	DistiLD	p-value = 3e-08	2
ENSP00000217305	PDYN	DOID:178	Vascular disease	DistiLD	p-value = 2e-07	2
ENSP00000217305	PDYN	DOID:263	Kidney cancer	COSMIC	10 samples	0
ENSP00000217305	PDYN	DOID:305	Carcinoma	COSMIC	27 samples	0
ENSP00000217372	CDK5RAP1	DOID:305	Carcinoma	COSMIC	19 samples	0
ENSP00000217381	SNTA1	DOID:305	Carcinoma	COSMIC	10 samples	0
ENSP00000217407	LBP	DOID:305	Carcinoma	COSMIC	11 samples	0
ENSP00000217420	SLC32A1	DOID:305	Carcinoma	COSMIC	30 samples	0
ENSP00000217423	CST4	DOID:557	Kidney disease	DistiLD	p-value = 1e-39	2
ENSP00000217426	AHCY	DOID:305	Carcinoma	COSMIC	13 samples	0
ENSP00000217429	FAM83D	DOID:305	Carcinoma	COSMIC	17 samples	0
ENSP00000217446	PIGU	DOID:1909	Melanoma	DistiLD	p-value = 1e-15	2
ENSP00000217456	APMAP	DOID:305	Carcinoma	COSMIC	12 samples	0
ENSP00000217515	TXNL1	DOID:305	Carcinoma	COSMIC	11 samples	0
ENSP00000217893	TAF9	DOID:305	Carcinoma	COSMIC	13 samples	0
ENSP00000217901	IDH3G	DOID:305	Carcinoma	COSMIC	12 samples	0
ENSP00000217909	SLC25A43	DOID:5408	Paget's disease of bone	DistiLD	p-value = 1e-07	2
ENSP00000217939	MXRA5	DOID:1380	Endometrial cancer	COSMIC	10 samples	0
ENSP00000217939	MXRA5	DOID:1612	Breast cancer	COSMIC	18 samples	0
ENSP00000217939	MXRA5	DOID:1909	Melanoma	COSMIC	14 samples	0
ENSP00000217939	MXRA5	DOID:2627	DOID:2627	COSMIC	11 samples	0
ENSP00000217939	MXRA5	DOID:263	Kidney cancer	COSMIC	27 samples	0
ENSP00000217939	MXRA5	DOID:305	Carcinoma	COSMIC	80 samples	1
ENSP00000217939	MXRA5	DOID:3571	Liver cancer	COSMIC	12 samples	0
ENSP00000217939	MXRA5	DOID:4159	Skin cancer	COSMIC	15 samples	0
ENSP00000217939	MXRA5	DOID:5419	Schizophrenia	DistiLD	p-value = 5e-06	0
ENSP00000217961	STS	DOID:305	Carcinoma	COSMIC	23 samples	0
ENSP00000217964	TBL1X	DOID:305	Carcinoma	COSMIC	14 samples	0
ENSP00000218006	GUCY2F	DOID:263	Kidney cancer	COSMIC	16 samples	0
ENSP00000218006	GUCY2F	DOID:305	Carcinoma	COSMIC	41 samples	1
ENSP00000218008	ATP1B4	DOID:305	Carcinoma	COSMIC	22 samples	0
